ride_id,rideable_type,weekdays,duration,start_station_name,end_station_name,member_casual
644A0105ACA27B15,electric_bike,Wednesday,16.472933332125347,Lafayette St & Jersey St,W 50 St & 9 Ave,member
A5A8C0AD18EDA2C0,electric_bike,Wednesday,6.294983331362406,Clinton St & Tillary St,Duffield St & Willoughby St,member
B392CE3496831A89,electric_bike,Tuesday,6.119750003019969,West End Ave & W 94 St,W 116 St & Broadway,member
33756EDC77800B6A,electric_bike,Wednesday,10.875666666030884,Grand St & Elizabeth St,Front St & Jay St,member
29D9AF64D6593D9B,electric_bike,Thursday,8.416266667842866,12 Ave & W 40 St,Washington St & Gansevoort St,member
C7E61191A30649D5,electric_bike,Sunday,18.54098333120346,7 Ave & Central Park South,44 Dr & Jackson Ave,member
947A4F86ED40F657,electric_bike,Sunday,3.4503499984741213,Edgecombe Ave & W 145 St,Adam Clayton Powell Blvd & W 141 St,member
0AD92E71246A2548,electric_bike,Monday,14.933566665649414,11 Ave & W 59 St,1 Ave & E 30 St,casual
CE2C128DB7D3B534,electric_bike,Friday,9.554016669591268,Allen St & Stanton St,Christopher St & Greenwich St,member
DAAB66B114F1689C,electric_bike,Sunday,4.867883332570394,6 Ave & W 33 St,W 34 St & Hudson Blvd E,member
09A80FD55A0A8425,classic_bike,Thursday,9.427450001239777,Perry St & Greenwich Ave,W 41 St & 8 Ave,member
D3CB3E33AFAEB4DC,electric_bike,Saturday,5.735566667715708,Boston Rd & E 167 St,E 156 St & Brook Ave,member
3D2220BFF2476986,classic_bike,Wednesday,5.545033331712087,Broadway & E 21 St,E 15 St & 3 Ave,member
F88A52F2BD4404EF,electric_bike,Wednesday,14.285850000381469,Amsterdam Ave & W 125 St,Pleasant Ave & E 120 St,member
4F01DAE333457F78,classic_bike,Wednesday,22.810833330949148,W 53 St & 10 Ave,Broadway & E 21 St,member
D8280F46A861C5C2,electric_bike,Wednesday,4.805400002002716,State St & Smith St,DeKalb Ave & S Portland Ave,member
791F02E0D4457582,classic_bike,Wednesday,7.1125,St Marks Pl & 2 Ave,Bialystoker Pl & Delancey St,member
BB2C563E322314F5,electric_bike,Sunday,5.475866663455963,Lafayette Ave & Ft Greene Pl,Willoughby Ave & Hall St,member
52921FCAC83D6D29,electric_bike,Monday,5.57033333381017,E 4 St & Ave B,LaGuardia Pl & W 3 St,member
C302E2DBBC272D73,electric_bike,Friday,3.8814666668574014,Richardson St & N Henry St,Leonard St & Nassau Ave,member
D36466130DE3F0AB,classic_bike,Tuesday,24.016200002034505,Columbia St & Degraw St,Howard St & Lafayette St,member
E16D02BB7E50772D,classic_bike,Friday,5.1210166652997335,W 50 St & 10 Ave,W 34 St & 11 Ave,member
8E202982AFFFF37E,electric_bike,Monday,7.073516666889191,W 51 St & 6 Ave,E 51 St & Lexington Ave,member
4AC44D12424BE3CD,electric_bike,Tuesday,6.752633333206177,S 3 St & Bedford Ave,Leonard St & Nassau Ave,member
26BE85CA8C6DE02B,electric_bike,Friday,6.668099999427795,Fairview Ave & Linden St,Myrtle Ave & 65 St,casual
FD769EDD0A420A9D,electric_bike,Friday,4.463316667079925,W 49 St & 8 Ave,W 42 St & Dyer Ave,member
89AB719C9B9228B8,classic_bike,Saturday,23.18911666870117,E 91 St & 2 Ave,E 43 St & 2 Ave,member
0B6BD34A33EC0914,electric_bike,Wednesday,10.29878333012263,4 Ave & E 12 St,Peck Slip & South St,member
6A01FB7BA414116C,classic_bike,Monday,6.1750166654586796,W 50 St & 9 Ave,8 Ave & W 38 St,member
1E4959ED25769341,electric_bike,Tuesday,5.303916664918264,W 21 St & 6 Ave,9 Ave & W 18 St,member
