ride_id,rideable_type,weekdays,duration,start_station_name,end_station_name,member_casual
A7503F194A7CB244,classic_bike,Sunday,9.86255000034968,Franklin Ave & Empire Blvd,Grand Army Plaza & Plaza St West,member
B47EBE0EA71E3275,classic_bike,Monday,8.289866665999094,E 33 St & 1 Ave,E 33 St & 5 Ave,member
8146F6C6855338C8,classic_bike,Wednesday,5.390199999014537,George St & Wilson Ave,Willoughby Ave & Wyckoff Ave,member
D49560E3308D2128,classic_bike,Saturday,19.203616666793824,St. Nicholas Ave & W 126 St,Willis Ave & E 143 St,member
87687AAE400824DE,classic_bike,Tuesday,26.420533335208894,Front St & Jay St,Grand St & Elizabeth St,member
E30DFCD98462C9F9,classic_bike,Sunday,51.90206666787466,Clinton St & Joralemon St,Myrtle Ave & Linden St,casual
0C53CC4645259D32,classic_bike,Tuesday,15.655200000603994,Vernon Blvd & 50 Ave,Vernon Blvd & 31 Ave,casual
34B0268510C0DAF0,classic_bike,Wednesday,8.388100000222524,11 Ave & W 59 St,Columbus Ave & W 72 St,member
1537706795882483,classic_bike,Tuesday,5.5621833324432375,Fulton St & Broadway,St James Pl & Oliver St,member
A834D6A09893E5E6,classic_bike,Wednesday,14.256550002098084,W 45 St & 6 Ave,W 30 St & 10 Ave,member
6FC071016488A334,classic_bike,Wednesday,16.35921666622162,Amsterdam Ave & W 66 St,W 84 St & Columbus Ave,member
5F99FFC029CF45E2,electric_bike,Monday,30.55625,Carlton Ave & Dean St,Prospect Pl & 6 Ave,member
B893FAEBFC0EB4BD,classic_bike,Monday,4.86734999815623,Broadway & Battery Pl,Fulton St & William St,member
4065CB0D9BAF9DDA,classic_bike,Wednesday,9.366666666666667,Pier 40 - Hudson River Park,West St & Chambers St,member
FE6BA594547AA975,electric_bike,Tuesday,26.285133334000907,Willoughby St & Fleet St,Menahan St & Wyckoff Ave,member
0A4A7184F3EA2571,classic_bike,Friday,15.223749999205271,Carroll St & Columbia St,Columbia Heights & Cranberry St,member
85481AAE67078D1F,classic_bike,Tuesday,8.426316666603089,E 2 St & Avenue B,Mercer St & Bleecker St,casual
26F2AB994A3CFA3F,classic_bike,Friday,33.951083334287006,Prospect Pl & Underhill Ave,Woodward Ave & Harman St,member
31A64DC65A2A33E0,classic_bike,Saturday,13.558666666348776,W 95 St & Broadway,Lenox Ave & W 115 St,member
8A63A16CAC0E459F,classic_bike,Thursday,9.870199998219809,Park Ave & E 124 St,5 Ave & E 103 St,member
B782FF673A61DDB9,classic_bike,Tuesday,10.925566669305166,Christopher St & Greenwich St,Mercer St & Bleecker St,member
5ECD48759FB5476C,classic_bike,Wednesday,10.103833333651226,Broadway & W 56 St,W 46 St & 11 Ave,member
F044560E165C70D8,electric_bike,Sunday,37.39141666491826,Dwight St & Van Dyke St,Old Fulton St,member
ECE17162EDC91977,classic_bike,Monday,12.845850002765655,Broadway & W 56 St,E 31 St & 3 Ave,member
7310DC17F7899DCC,classic_bike,Thursday,16.134666669368745,Queens Plaza North & Crescent St,Driggs Ave & N 9 St,member
5484474061C56F7A,classic_bike,Saturday,5.157000001271566,1 Ave & E 68 St,E 60 St & York Ave,member
F5CFA6C81CF4D6B2,classic_bike,Thursday,6.2095833341280615,E 72 St & Park Ave,E 89 St & 3 Ave,member
2A61D43FE4E96383,classic_bike,Sunday,20.945633331934612,Madison Ave & E 99 St,W 53 St & 10 Ave,member
33D03E420FC94425,classic_bike,Saturday,4.193549998601278,Avenue D & E 3 St,Avenue D & E 3 St,casual
26B2BB229B762C84,classic_bike,Wednesday,16.02488333384196,Lafayette Ave & Fort Greene Pl,Lafayette Ave & Fort Greene Pl,member
206B86668F3BC11C,classic_bike,Sunday,8.819183333714802,Columbus Ave & W 95 St,Frederick Douglass Blvd & W 117 St,member
8E33149D803A949E,classic_bike,Saturday,4.781633333365122,Bergen St & Flatbush Ave,Schermerhorn St & Bond St,member
EDC06989FB5544B0,classic_bike,Sunday,74.32055000066757,3 St & Hoyt St,Smith St & 3 St,member
6A0B2C21E5AC9C1D,electric_bike,Sunday,3.8538666645685833,W 113 St & Broadway,Broadway & Moylan Pl,member
528CDC04CCE3AF90,classic_bike,Tuesday,3.130716665585836,Division St & Bowery,Allen St & Hester St,member
FBE2C9B9E692BCCA,electric_bike,Monday,17.46733333269755,1 Ave & E 68 St,9 Ave & W 28 St,member
CF3C0F4FEDBA176B,classic_bike,Sunday,8.89045000076294,Hancock St & Bedford Ave,Sterling Pl & Bedford Ave,member
81A2C27E6CDA5D6B,classic_bike,Friday,28.316633331775666,Amsterdam Ave & W 73 St,University Pl & E 14 St,casual
66F2EE1FDE9E521F,classic_bike,Monday,13.594083333015442,E 12 St & 3 Ave,8 Ave & W 31 St,member
1BAFC927EB48B982,classic_bike,Thursday,40.347450002034506,Broadway & W 56 St,48 Ave & 5 St,member
B26F86CA3A1F0798,classic_bike,Saturday,8.195033331712088,Front St & Gold St,Clinton Ave & Myrtle Ave,member
51459161AAC43045,classic_bike,Tuesday,14.619550001621246,Christopher St & Greenwich St,Broadway & E 14 St,casual
F62D6F481203C1B6,electric_bike,Tuesday,28.72938333352407,Rogers Ave & Sterling St,Eastern Pkwy & Franklin Ave,casual
121792FCEE7A5CEE,classic_bike,Friday,30.686366669336955,E 15 St & 3 Ave,Riverside Blvd & W 67 St,member
56D95EC22F86B262,classic_bike,Saturday,11.016883333524069,W 26 St & 8 Ave,W 50 St & 9 Ave,member
391C025F849297A5,classic_bike,Friday,51.03476666609446,Lenox Ave & W 144 St,Central Park W & W 96 St,member
A609868A08ECD723,classic_bike,Friday,10.901016668478649,Park Ave & St Edwards St,Old Fulton St,member
D7C45E8FD7D5369D,classic_bike,Wednesday,31.52249999841054,Fulton St & Adams St,Old Fulton St,casual
36BA841A38144124,classic_bike,Sunday,13.123433331648508,Vernon Blvd & 47 Rd,Queens Plaza North & Crescent St,member
0F2ECC006A7BD6E3,classic_bike,Thursday,20.042750000953674,West Drive & Prospect Park West,West Drive & Prospect Park West,member
FDE48ADF3FD5F932,classic_bike,Tuesday,46.23718333244324,Van Brunt St & Van Dyke St,Lewis Ave & Decatur St,member
4B0381D20D495287,classic_bike,Monday,6.394066667556762,35 Ave & 37 St,Crescent St & Broadway,member
6D0088566F3CAF5C,classic_bike,Saturday,29.529133335749307,Broadway & W 60 St,5 Ave & E 72 St,casual
C74153AB653F0A53,classic_bike,Wednesday,16.327149999141692,Lenox Ave & W 117 St,W 107 St & Columbus Ave,member
FD108E49B7460108,classic_bike,Tuesday,36.90759999752045,9 St & 44 Rd,Steinway St & 28 Ave,member
E04F1073888D249D,classic_bike,Saturday,170.89605000019074,Broadway & W 41 St,Lenox Ave & W 126 St,member
3E06F890DD0F9918,classic_bike,Saturday,77.58353333473205,Centre St & Worth St,2 Ave & E 125 St,casual
6C8C0591C76ED83E,classic_bike,Tuesday,53.096066669623056,E 58 St & Madison Ave,E 76 St & Park Ave,member
BD4F0373A3052D95,classic_bike,Saturday,2.619700002670288,Broadway & W 49 St,W 50 St & 9 Ave,member
9997F449132C8163,classic_bike,Tuesday,32.40561666886012,1 Ave & E 18 St,1 Ave & E 18 St,member
57A7AAC7FEE95613,classic_bike,Sunday,11.060749999682109,W 89 St & Columbus Ave,W 63 St & Broadway,member
6B67C8AA82D10B6D,classic_bike,Friday,11.262699997425079,Canal St & Rutgers St,Lafayette St & Jersey St,member
16E90A0BC73F88D4,classic_bike,Tuesday,19.028600001335143,S 4 St & Rodney St,Jay St & York St,member
6E5E7DF904770C0E,classic_bike,Monday,11.770616666475933,West St & Chambers St,South St & Gouverneur Ln,member
9F8312CDBC062313,classic_bike,Wednesday,4.599716663360596,3 St & Prospect Park West,Carroll St & 5 Ave,member
682CB276DB2BA786,classic_bike,Friday,19.16881666580836,Amsterdam Ave & W 82 St,W 42 St & Dyer Ave,member
37A132CE5969360D,electric_bike,Tuesday,19.53730000257492,E 98 St & Park Ave,Central Park S & 6 Ave,member
85AD88FFE76D6647,classic_bike,Saturday,12.6967666665713,MacDougal St & Washington Sq,Clinton St & Grand St,member
CB3EEF580CB96E39,classic_bike,Tuesday,1.700783332188924,West St & Chambers St,West St & Chambers St,member
